,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
0,4143,"Similar patterns were observed in the pancreas, even though these mice do not develop diabetes.",0,these mice do not develop diabetes,"(60, 94)",0,diabetes,cause,DISEASE
0,4146,"Primary Sjogrens syndrome (pSS) is a complex, heterogenous autoimmune disease; no immunomodulatory drug has demonstrated efficacy, and no current treatments target the underlying cause.",2,mune disease,"(65, 77)",0,heterogenous autoimmune disease,cause,DISEASE
0,4147,"The corticosteroid treatment induced a reduction of both molecules, although higher in SS than in MGD, because of its direct inhibitory effect on inflammation.rights reserved.for Ocular Surface Diseases, University of Messina, Messina, Italy.",1,higher in SS than in MGD,"(77, 101)",0,SS,effect,CHEMICAL
0,4149,Rankin and European Sjogrens Syndrome Disease Activity Index scales decreased significantly in group 1.,0,Rankin and European Sjogrens Syndrome,"(0, 37)",0,Sjogrens Syndrome Disease,cause,DISEASE
0,4149,Rankin and European Sjogrens Syndrome Disease Activity Index scales decreased significantly in group 1.,0,Disease Activity Index scales decreased significantly,"(38, 91)",0,Sjogrens Syndrome Disease,effect,DISEASE
0,4151,"On the seventh day of hospitalization, the patient's serum Cr level was 5.7¬¨¬®‚Äö√Ñ‚Ä†mg/dL, indicating rapidly progressive glomerulonephritis.",1,patient's serum Cr level,"(43, 67)",0,Cr,cause,CHEMICAL
0,4151,"On the seventh day of hospitalization, the patient's serum Cr level was 5.7¬¨¬®‚Äö√Ñ‚Ä†mg/dL, indicating rapidly progressive glomerulonephritis.",0,rapidly progressive glomerulonephritis,"(105, 143)",0,glomerulonephritis,effect,DISEASE
0,4152,To determine the clinical and pathological characteristics of eosinophilic gastrointestinal disease (EGID) associated with autoimmune connective tissue disease (CTD).,0,autoimmune connective tissue disease,"(123, 159)",0,autoimmune connective tissue disease,cause,DISEASE
0,4152,To determine the clinical and pathological characteristics of eosinophilic gastrointestinal disease (EGID) associated with autoimmune connective tissue disease (CTD).,0,eosinophilic gastrointestinal disease,"(62, 99)",0,gastrointestinal disease,effect,DISEASE
0,4153,"She was treated with potassium, bicarbonate, steroids, ramipril and warfarin.",0,ate,"(40, 43)",0,bicarbonate,effect,CHEMICAL
1,4153,"She was treated with potassium, bicarbonate, steroids, ramipril and warfarin.",1,"steroids,","(45, 54)",0,steroids,effect,CHEMICAL
2,4153,"She was treated with potassium, bicarbonate, steroids, ramipril and warfarin.",2,ril and warfarin,"(60, 76)",0,ramipril,effect,CHEMICAL
3,4153,"She was treated with potassium, bicarbonate, steroids, ramipril and warfarin.",2,ril and warfarin,"(60, 76)",1,warfarin,effect,CHEMICAL
0,4154,The primary objective is to assess the extent to which rituximab improves symptoms of fatigue and oral dryness.,0,fatigue,"(86, 93)",0,fatigue,effect,DISEASE
0,4155,"In the absence of previous studies, our objective was to assess whether gout was associated with an increase or decrease in the risk of Sjogren's Syndrome (SS) in older adults, 65 years or older.",0,gout,"(72, 76)",0,gout,cause,DISEASE
0,4158,"Also, a significantly different immune response to virus infection (protein IFI16, interferons gamma and beta, dendritic cells, and receptor for natural killers) was revealed in the minor salivary glands of the study groups.",0,virus infection,"(51, 66)",0,infection,cause,DISEASE
0,4159,"Autoimmune workup for refractory TTP revealed positive antinuclear antibodies, Anti-SSA, and Anti-SSB.",0,Autoimmune workup for refractory TTP,"(0, 36)",0,TTP,cause,DISEASE
0,4161,IL-1‚âà√≠‚Äö√¢¬ß and IL-6 levels in blood plasma and supernatant after ATP stimulation were measured by ELISA.,0,ATP stimulation were measured,"(71, 100)",0,ATP,cause,CHEMICAL
0,4162,"Pathologic and microscopic studies, as well as a review of medications, allergies, and habits, may further highlight possible etiologies.",2,"medications, allergies, and habits","(59, 93)",0,allergies,cause,DISEASE
0,4163,"Furthermore, HCQ-treated patients were stratified based on IFN activation and differences in disease activity and clinical parameters were studied.",0,N activation,"(61, 73)",0,IFN,cause,CHEMICAL
0,4163,"Furthermore, HCQ-treated patients were stratified based on IFN activation and differences in disease activity and clinical parameters were studied.",0,HCQ-treated patients were stratified,"(13, 49)",0,HCQ-treated,effect,DISEASE
0,4164,"Of these 4 cases, 2 had underlying autoimmunity.",0,2 had underlying auto,"(18, 39)",0,autoimmunity,cause,DISEASE
1,4164,"Of these 4 cases, 2 had underlying autoimmunity.",1,munity,"(41, 47)",0,autoimmunity,cause,DISEASE
0,4169,"The recent finding that IL-7 and IL-7R‚âà√≠¬¨¬±+ T cells were both found to be increased in exocrine glands of pSS patients indicates that IL-7 could contribute to glandular inflammation by activation of IL-7R‚âà√≠¬¨¬±+ responder T cells despite the increased numbers of Tregs.Utrecht, P.O.",1,7 could contribute to glandular inflammation by activation of IL-7R,"(142, 209)",0,inflammation,effect,DISEASE
0,4171,"An evidence-based screening algorithm for determining which patients with dry eye should be tested for underlying SS may be particularly helpful in preventing delays in diagnosis.in Health, Brown University School of Public Health, Providence, RI.Syndrome Foundation, Bethesda, MD.",3,SS,"(114, 116)",0,SS,cause,CHEMICAL
0,4177,There is an increased risk of fetal loss in pregnant patients with pSS.,0,with pSS,"(62, 70)",0,pSS,cause,DISEASE
0,4181,"Patients with SS treated with HCQ had a significantly lower cumulative incidence of new-onset DM than those not treated with HCQ (adjusted hazard ratio: 0.51, 95% confidence interval: 0.28-0.96, P < 0.05).",2,HCQ,"(30, 33)",0,HCQ,cause,CHEMICAL
0,4181,"Patients with SS treated with HCQ had a significantly lower cumulative incidence of new-onset DM than those not treated with HCQ (adjusted hazard ratio: 0.51, 95% confidence interval: 0.28-0.96, P < 0.05).",2,M,"(95, 96)",0,DM,effect,DISEASE
0,4182,Rituximab infusions without corticosteroid therapy produced meaningful improvements in HRQoL.,0,Rituximab infusions without corticosteroid therapy,"(0, 50)",0,Rituximab,cause,CHEMICAL
0,4187,The glandular and extraglandular dysfunction of SS is associated with lymphocytic infiltrates that invade the epithelial structures of affected organs.,0,The glandular and extraglandular dysfunction of SS,"(0, 50)",0,SS,cause,CHEMICAL
0,4188,"Symptoms were described as highly unpredictable and variable, with fatigue rated as the most severe and burdensome.",1,fatigue,"(67, 74)",0,fatigue,effect,DISEASE
0,4189,"The orbital biopsy revealed ductular destruction, periductular plasma cells, and fibrosis, mimicking Sjogren's syndrome and Castleman's disease.",1,Sjogren's syndrome,"(101, 119)",0,Sjogren's syndrome,cause,DISEASE
0,4189,"The orbital biopsy revealed ductular destruction, periductular plasma cells, and fibrosis, mimicking Sjogren's syndrome and Castleman's disease.",0,fibrosis,"(81, 89)",0,fibrosis,effect,DISEASE
0,4190,Primary Sjogrens syndrome (pSS) is an autoimmune disease affecting the exocrine glands and internal organs including the central nervous system (CNS).,1,disease,"(49, 56)",0,autoimmune disease,cause,DISEASE
0,4191,"Studying additional antigens, the platelet-selectin and vasoactive intestinal peptides, in patients with pSS can help to elucidate the origin and process of autoimmunity, or even lead to potential biomarkers.",2,pS,"(105, 107)",0,pSS,cause,DISEASE
0,4193,"On the other hand, SjS is characterized by the complication of various lung manifestations, including lung cysts.",0,SjS is,"(19, 25)",0,SjS,effect,DISEASE
0,4194,"The aim of this study was to report a case of sterile corneal ulcer leading to perforation, which was treated effectively with autologous serum eye drops, topical regenerative agent (poly-carboxymethylglucose sulfate), steroids, and systemic immunosuppression in a patient with undiagnosed primary Sjogrens syndrome.",0,sterile corneal ulcer,"(46, 67)",0,corneal ulcer,cause,DISEASE
0,4194,"The aim of this study was to report a case of sterile corneal ulcer leading to perforation, which was treated effectively with autologous serum eye drops, topical regenerative agent (poly-carboxymethylglucose sulfate), steroids, and systemic immunosuppression in a patient with undiagnosed primary Sjogrens syndrome.",0,perforation,"(79, 90)",0,perforation,effect,DISEASE
0,4195,Salivary duct obstructions due to sialolithiasis or stenosis can cause salivary gland enlargement.,0,Salivary duct obstructions,"(0, 26)",0,Salivary duct obstructions,cause,DISEASE
1,4195,Salivary duct obstructions due to sialolithiasis or stenosis can cause salivary gland enlargement.,1,stenosis,"(52, 60)",0,stenosis,cause,DISEASE
0,4196,The systemic form of the disease is characterized by immune complex mediated manifestations and is complicated by lymphoma as a result of a polyclonal B cell hyperactivity that is evolving into B cell malignancy.,0,a polyclonal B cell hyperactivity that is evolving into B cell malignancy,"(138, 211)",0,hyperactivity,cause,DISEASE
0,4197,"Mixed cryoglobulinaemic syndrome is diagnosed when a patient has typical organ involvement (mainly skin, kidney, or peripheral nerve) and circulating cryoglobulins.",0,cryoglobulinaemic syndrome,"(6, 32)",0,cryoglobulinaemic syndrome,effect,DISEASE
0,4198,Sjogrens syndrome is an autoimmune disease characterised by exocrinopathy mainly involving the salivary and lacrimal glands.,0,Sjogrens syndrome,"(0, 17)",0,Sjogrens syndrome,cause,DISEASE
1,4198,Sjogrens syndrome is an autoimmune disease characterised by exocrinopathy mainly involving the salivary and lacrimal glands.,1,ex,"(60, 62)",0,exocrinopathy,cause,DISEASE
2,4198,Sjogrens syndrome is an autoimmune disease characterised by exocrinopathy mainly involving the salivary and lacrimal glands.,2,pathy,"(68, 73)",0,exocrinopathy,cause,DISEASE
0,4201,One common complication of minor salivary gland biopsy is lip paraesthesia from iatrogenic sensory nerve injury.,2,esthesia,"(66, 74)",0,lip paraesthesia,effect,DISEASE
0,4202,Nearly 7% of the general population have chronic neuropathic pain responsible for severe quality-of-life impairments.,0,chronic neuropathic pain,"(41, 65)",0,neuropathic pain,cause,DISEASE
0,4202,Nearly 7% of the general population have chronic neuropathic pain responsible for severe quality-of-life impairments.,0,life impairments,"(100, 116)",0,quality-of-life impairments,effect,DISEASE
0,4203,"Juvenile systemic lupus erythematosus with or without associated antiphospholipid syndrome; juvenile dermatomyositis; sclerodermiform syndromes, including systemic and localized sclerodermas and eosinophilic fasciitis; mixed connective tissue disease; and Sjogren syndrome are the disorders that affect children most frequently.",0,syndrome are the disorders,"(264, 290)",0,Sjogren syndrome,cause,DISEASE
0,4204,FLC levels can be used as a biomarker for systemic disease activity and monitoring treatment responses.,0,FLC levels,"(0, 10)",0,FLC,cause,CHEMICAL
0,4207,The morphometric analysis of confocal images demonstrated at month 1 an improvement of nerve tortuosity in group 2; after 3 months both groups showed a significant improvement versus baseline.,0,tuosity,"(96, 103)",0,nerve tortuosity,effect,DISEASE
0,4209,"The presence of multi-system involvement, evidence of inflammation and lack of any obvious cause should alert a clinician to the possibility of CTD.",2,inflammation,"(54, 66)",0,inflammation,cause,DISEASE
0,4211,"Physical examination showed malar rash, V-sign, periungual erythema, and mechanic hands.",1,rash,"(34, 38)",0,malar rash,cause,DISEASE
1,4211,"Physical examination showed malar rash, V-sign, periungual erythema, and mechanic hands.",2,sign,"(42, 46)",0,V-sign,cause,DISEASE
2,4211,"Physical examination showed malar rash, V-sign, periungual erythema, and mechanic hands.",3,erythema,"(59, 67)",0,periungual erythema,cause,DISEASE
0,4211,"Physical examination showed malar rash, V-sign, periungual erythema, and mechanic hands.",0,",","(67, 68)",0,periungual erythema,effect,DISEASE
0,4212,"Many participants perceived a poor understanding of pSS amongst physicians, leading to emotional distress and difficulties obtaining a diagnosis.",0,perceived a poor understanding of pSS amongst physicians,"(18, 74)",0,pSS,cause,DISEASE
0,4212,"Many participants perceived a poor understanding of pSS amongst physicians, leading to emotional distress and difficulties obtaining a diagnosis.",0,emotional distress and difficulties obtaining a diagnosis,"(87, 144)",0,emotional distress,effect,DISEASE
0,4213,The aim of this study was to evaluate the relationship between arterial stiffness and pSS.,0,arterial stiffness,"(63, 81)",0,arterial stiffness,cause,DISEASE
1,4213,The aim of this study was to evaluate the relationship between arterial stiffness and pSS.,1,S,"(88, 89)",0,pSS,cause,DISEASE
0,4213,The aim of this study was to evaluate the relationship between arterial stiffness and pSS.,1,and pS,"(82, 88)",0,pSS,effect,DISEASE
0,4219,"There were also statistically significant differences of positive anti-Smith antibodies in renal damage, arthritis, photosensitization, oral ulcers, hematological abnormalities and serositis (p<0.05) and of positive anti-Rib antibodies in renal damage, arthritis, photosensitization, malar rash, hematological abnormalities and serositis (p<0.05).",0,hem,"(149, 152)",0,hematological abnormalities,cause,DISEASE
1,4219,"There were also statistically significant differences of positive anti-Smith antibodies in renal damage, arthritis, photosensitization, oral ulcers, hematological abnormalities and serositis (p<0.05) and of positive anti-Rib antibodies in renal damage, arthritis, photosensitization, malar rash, hematological abnormalities and serositis (p<0.05).",1,ser,"(181, 184)",0,serositis,cause,DISEASE
2,4219,"There were also statistically significant differences of positive anti-Smith antibodies in renal damage, arthritis, photosensitization, oral ulcers, hematological abnormalities and serositis (p<0.05) and of positive anti-Rib antibodies in renal damage, arthritis, photosensitization, malar rash, hematological abnormalities and serositis (p<0.05).",2,tis,"(187, 190)",0,serositis,cause,DISEASE
0,4220,"Additionally, some of the studies identified splenomegaly, low C3 serum levels, lymphopenia and neutropenia as significant prognostic factors.",0,sp,"(45, 47)",0,splenomegaly,effect,DISEASE
1,4220,"Additionally, some of the studies identified splenomegaly, low C3 serum levels, lymphopenia and neutropenia as significant prognostic factors.",3,lymph,"(80, 85)",0,lymphopenia,effect,DISEASE
2,4220,"Additionally, some of the studies identified splenomegaly, low C3 serum levels, lymphopenia and neutropenia as significant prognostic factors.",4,ia,"(89, 91)",0,lymphopenia,effect,DISEASE
3,4220,"Additionally, some of the studies identified splenomegaly, low C3 serum levels, lymphopenia and neutropenia as significant prognostic factors.",5,neutropenia as significant prognostic factors,"(96, 141)",0,neutropenia,effect,DISEASE
0,4222,"To the best of our knowledge, this is the first report of fluocinolone acetonide intravitreal therapy in a patient with corneal disease.",0,corneal disease,"(120, 135)",0,corneal disease,cause,DISEASE
0,4222,"To the best of our knowledge, this is the first report of fluocinolone acetonide intravitreal therapy in a patient with corneal disease.",2,ide,"(77, 80)",0,fluocinolone acetonide,effect,CHEMICAL
0,4224,"Primary Sjogrens syndrome (PSS) is a systemic autoimmune disorder characterized by chronic inflammation of exocrine glands such as the lachrymal and salivary glands, leading to xerophthalmia and xerostomia.",0,Sjogrens syndrome,"(8, 25)",0,Primary Sjogrens syndrome,cause,DISEASE
1,4224,"Primary Sjogrens syndrome (PSS) is a systemic autoimmune disorder characterized by chronic inflammation of exocrine glands such as the lachrymal and salivary glands, leading to xerophthalmia and xerostomia.",1,chronic inflammation of exocrine glands,"(83, 122)",0,inflammation,cause,DISEASE
0,4224,"Primary Sjogrens syndrome (PSS) is a systemic autoimmune disorder characterized by chronic inflammation of exocrine glands such as the lachrymal and salivary glands, leading to xerophthalmia and xerostomia.",0,xerophthalmia and xerostomia,"(177, 205)",0,xerophthalmia,effect,DISEASE
1,4224,"Primary Sjogrens syndrome (PSS) is a systemic autoimmune disorder characterized by chronic inflammation of exocrine glands such as the lachrymal and salivary glands, leading to xerophthalmia and xerostomia.",0,xerophthalmia and xerostomia,"(177, 205)",1,xerostomia,effect,DISEASE
0,4226,Sjogren's syndrome(SS) is defined as a slowly processing autoimmune inflammatory exocrinopathy affecting the salivary and lachrymal glands.,1,pathy,"(89, 94)",0,autoimmune inflammatory exocrinopathy,cause,DISEASE
0,4228,"Elevated levels of ‚âà√≠‚Äö√¢‚Ä¢-globulins contain autoantibodies directed against nonspecific antigens such as rheumatoid factor, antinuclear antibodies, and cellular antigens SS-A/Ro and SS-B/La.",0,"¢‚Ä¢-globulins contain autoantibodies directed against nonspecific antigens such as rheumatoid factor, antinuclear antibodies, and cellular antigens SS-A/Ro and","(28, 188)",0,rheumatoid,effect,DISEASE
0,4229,Her symptoms responded well to intravenous methylprednisolone.,0,intravenous methylprednisolone,"(31, 61)",0,methylprednisolone,effect,CHEMICAL
0,4233,"Diagnosis was rheumatoid arthritis (RA) in 71/81, psoriatic arthritis in 5, juvenile idiopathic arthritis (JIA) in 2, Sjogren syndrome in 1, undifferentiated polyarthritis in 1, and spondyloarthritis in 1.",0,rheumatoid arthritis,"(14, 34)",0,rheumatoid arthritis,cause,DISEASE
0,4236,"In this particular case report, we must underline the clinical presentation of a sicca syndrome as a manifestation of the HIV infection, bearing in mind that, frequently, the differential diagnosis from other diseases, namely the Sjogrens syndrome, is a real challenge.with recurrent abdominal distension.",0,HIV infection,"(122, 135)",0,HIV infection,cause,DISEASE
0,4239,Order ANA assays only when clinical features suggest a connective tissue disorder.,0,clinical features suggest a connective tissue disorder,"(27, 81)",0,connective tissue disorder,cause,DISEASE
0,4239,Order ANA assays only when clinical features suggest a connective tissue disorder.,0,Order ANA assays only,"(0, 21)",0,ANA,effect,CHEMICAL
0,4240,"Focus scores as well as dry mouth may reflect lymphoproliferative activity in the lungs in patients with primary Sjogrens syndrome.University Graduate School of Biomedical Sciences, Nagasaki, Japan.",1,dry mouth,"(24, 33)",0,dry mouth,cause,DISEASE
1,4240,"Focus scores as well as dry mouth may reflect lymphoproliferative activity in the lungs in patients with primary Sjogrens syndrome.University Graduate School of Biomedical Sciences, Nagasaki, Japan.",2,primary Sjogrens syndrome,"(105, 130)",0,primary Sjogrens syndrome,cause,DISEASE
0,4241,A diagnosis of type 1 RTA likely secondary to Sjogrens Syndrome was made.,0,Sjogrens Syndrome was made,"(46, 72)",0,Sjogrens Syndrome,cause,DISEASE
0,4242,"Primary Sjogrens syndrome (pSS) is a chronic autoimmune systemic disease, characterized by a lymphoplasmocytic infiltration and a progressive destruction of salivary and lachrymal glands, leading to ocular and mouth dryness.",0,disease,"(65, 72)",0,autoimmune systemic disease,cause,DISEASE
0,4242,"Primary Sjogrens syndrome (pSS) is a chronic autoimmune systemic disease, characterized by a lymphoplasmocytic infiltration and a progressive destruction of salivary and lachrymal glands, leading to ocular and mouth dryness.",0,ocular and mouth dryness,"(199, 223)",0,ocular and mouth dryness,effect,DISEASE
0,4243,"In this cohort of the pSS patients, female is predominant and the incidence of extro-glandular manifestations, such as leukopenia, lung and liver involvements is high, and pSS has inheritance intention.Beijing 100044, China.",1,", lung and liver involvements is high","(129, 166)",0,leukopenia,cause,DISEASE
1,4243,"In this cohort of the pSS patients, female is predominant and the incidence of extro-glandular manifestations, such as leukopenia, lung and liver involvements is high, and pSS has inheritance intention.Beijing 100044, China.",2,pSS,"(172, 175)",0,pSS,cause,DISEASE
0,4244,Diffuse infiltrative lymphocytic syndrome is a clinical identity that can be part of the spectrum of Human Immunodeficiency Virus infection.,0,phocytic syndrome is a clinical identity,"(24, 64)",0,infiltrative lymphocytic syndrome,cause,DISEASE
0,4244,Diffuse infiltrative lymphocytic syndrome is a clinical identity that can be part of the spectrum of Human Immunodeficiency Virus infection.,0,Immunodeficiency Virus infection,"(107, 139)",0,Human Immunodeficiency Virus infection,effect,DISEASE
0,4246,The diagnosis was suspected on the basis of the presence of a facial rash.,0,the presence of a facial rash,"(44, 73)",0,rash,cause,DISEASE
0,4247,"ANA were detected in all cases, anti-Ro antibodies - 60%, a positive rheumatoid factor - 56.7% of patients.",1,id,"(77, 79)",0,rheumatoid,cause,DISEASE
0,4247,"ANA were detected in all cases, anti-Ro antibodies - 60%, a positive rheumatoid factor - 56.7% of patients.",0,ANA,"(0, 3)",0,ANA,effect,CHEMICAL
1,4247,"ANA were detected in all cases, anti-Ro antibodies - 60%, a positive rheumatoid factor - 56.7% of patients.",2,positive r,"(60, 70)",0,rheumatoid,effect,DISEASE
0,4249,"CNS manifestations associated with primary Sjogren syndrome include focal central lesions, conditions that mimic multiple sclerosis, encephalitis, aseptic meningitis, cerebellar syndromes, movement disorders, and problems with memory, cognition, and depression.",0,primary Sjogren syndrome,"(35, 59)",0,primary Sjogren syndrome,cause,DISEASE
0,4250,"Dementia risk was analyzed using a Cox proportional hazards regression model stratified by sex, age, and comorbidities.",0,Dementia risk,"(0, 13)",0,Dementia,effect,DISEASE
0,4252,"Solid cancers, such as lymphomas, increase serum calcium primarily through parathyroid hormone-related protein or ectopic production of 1alpha-hydroxylase.",0,increase serum calcium primarily,"(34, 66)",0,calcium,effect,CHEMICAL
0,4254,"After six year, massive proteinuria and serological findings developed and systemic lupus erythematosus nephritis was diagnosed by kidney biopsy.",0,massive proteinuria and serological findings,"(16, 60)",0,proteinuria,cause,DISEASE
0,4254,"After six year, massive proteinuria and serological findings developed and systemic lupus erythematosus nephritis was diagnosed by kidney biopsy.",0,systemic lupus erythematosus nephritis was diagnosed,"(75, 127)",0,systemic lupus erythematosus nephritis,effect,DISEASE
0,4256,Testing for antinuclear antibodies is useful for the diagnosis of systemic rheumatic diseases.,1,systemic rheumatic diseases,"(66, 93)",0,systemic rheumatic diseases,effect,DISEASE
0,4258,"After multiple biological, immunological, histological, neurological, psychiatric, ophthalmological, digestive investigations, it was reached the conclusion that the patient presents a rare autoimmune disease (primary Sjogrens syndrome) involving mainly peripheral neuromuscular and psychological (small frequency) and the patient was given specific immunomodulatory, anti-inflammatory and anti-depressive treatment, to which he responded well.",0,rare autoimmune disease,"(185, 208)",0,autoimmune disease,cause,DISEASE
0,4261,Primary Sjogrens syndrome (pSS) is a common autoimmune disease involving abnormal Th17 activation.,0,abnormal Th17 activation,"(73, 97)",0,Th17,cause,CHEMICAL
0,4261,Primary Sjogrens syndrome (pSS) is a common autoimmune disease involving abnormal Th17 activation.,0,Sjogrens syndrome,"(8, 25)",0,Primary Sjogrens syndrome,effect,DISEASE
0,4263,We describe the case of a nonsmoker 62-year-old woman with Sjogren syndrome who presented concomitantly a Pulmonary Langerhans Histiocytosis mimicking a pulmonary complication of its Sjogren.,1,old woman with Sjogren syndrome,"(44, 75)",0,Sjogren syndrome,cause,DISEASE
0,4264,"Capable of multi-organ involvement in Sjogren's syndrome (SS), cardiac findings of pulmonary effusion, left ventricular diastolic dysfunction and pulmonary hypertension are seen in patients with SS.",1,S,"(38, 39)",0,Sjogren's syndrome,cause,DISEASE
0,4264,"Capable of multi-organ involvement in Sjogren's syndrome (SS), cardiac findings of pulmonary effusion, left ventricular diastolic dysfunction and pulmonary hypertension are seen in patients with SS.",1,usion,"(96, 101)",0,pulmonary effusion,effect,DISEASE
0,4265,"In both women with and without SS, the presence of symptoms of dry eyes and/or dry mouth rather than SS itself resulted in higher odds of depression.",0,the presence of symptoms of dry eyes and/or dry mouth rather than SS,"(35, 103)",0,dry mouth,cause,DISEASE
1,4265,"In both women with and without SS, the presence of symptoms of dry eyes and/or dry mouth rather than SS itself resulted in higher odds of depression.",0,the presence of symptoms of dry eyes and/or dry mouth rather than SS,"(35, 103)",1,SS,cause,CHEMICAL
0,4265,"In both women with and without SS, the presence of symptoms of dry eyes and/or dry mouth rather than SS itself resulted in higher odds of depression.",0,higher odds of depression,"(123, 148)",0,depression,effect,DISEASE
0,4266,A random-effects model was used to evaluate pregnancy complications in patients with pSS and healthy controls.,2,S and healthy controls,"(87, 109)",0,pSS,effect,DISEASE
0,4267,"In light of the increased risk of further progression of cerebral infarction, we decided to perform surgical revascularization in spite of her active inflammatory condition.",0,of cerebral infarction,"(54, 76)",0,cerebral infarction,cause,DISEASE
0,4272,"For patients with acute acquired cerebellar ataxia, immune-mediated cerebellar ataxia should be an important differential diagnosis aside from the more common causes like stroke or drugs.a previous Sjogrens syndrome diagnosis.",0,causes like stroke or drugs,"(159, 186)",0,stroke,cause,DISEASE
0,4272,"For patients with acute acquired cerebellar ataxia, immune-mediated cerebellar ataxia should be an important differential diagnosis aside from the more common causes like stroke or drugs.a previous Sjogrens syndrome diagnosis.",0,-mediated cerebellar ataxia,"(58, 85)",0,immune-mediated cerebellar ataxia,effect,DISEASE
0,4273,Eye dryness was severest in SS compared to DES and controls (P < 0.001).,0,Eye dryness,"(0, 11)",0,dryness,effect,DISEASE
0,4274,"Histological examination of the thigh revealed diameter variation, degeneration of muscle fibers and inflammatory cell infiltration in the perivascular area, corresponding to the inflammatory myopathy of pSS.",6,S,"(206, 207)",0,pSS,cause,DISEASE
0,4276,"The autoimmune exocrinopathy, Sjogrens syndrome (SS), is associated with secretory defects in patients, including individuals with mild lymphocytic infiltration and minimal glandular damage.",0,autoimmune exocrinopathy,"(4, 28)",0,autoimmune exocrinopathy,cause,DISEASE
1,4276,"The autoimmune exocrinopathy, Sjogrens syndrome (SS), is associated with secretory defects in patients, including individuals with mild lymphocytic infiltration and minimal glandular damage.",1,S,"(30, 31)",0,Sjogrens syndrome,cause,DISEASE
0,4278,"These results suggest that autoantibodies to Ro60 might play a pathogenic role in lymphopenia in both SLE and pSS, but the pathogenic mechanisms might differ.Medical University, Hefei, China shuaizongwen@medmail.com.cn.Medical University, Hefei, China.Medical University, Hefei, China.Medical University, Hefei, China.Medical University, Hefei, China.",0,might play a pathogenic role in lymphopenia in both SLE and,"(50, 109)",0,lymphopenia,effect,DISEASE
0,4279,"However, there are several diseases, which could manifest as salivary gland swelling, mimicking Mikulicz's disease, such as Sjogren's syndrome, mumps virus infection, obstruction of parotid duct, non-Hodgkin's lymphoma (NHL), and so on.",3,phoma,"(213, 218)",0,non-Hodgkin's lymphoma,cause,DISEASE
0,4282,"Sjogrens syndrome (SS) is a common, progressive autoimmune exocrinopathy distinguished by dry eyes and mouth and affects ‚Äö√Ñ√∂‚àö‚Ä†¬¨‚à´0.7% of the European population.",0,Sjogrens syndrome,"(0, 17)",0,Sjogrens syndrome,cause,DISEASE
0,4283,"Various pathologies may mimic LVV either by causing systemic inflammation and constitutional symptoms, or by causing lumen narrowing with or without aneurysm formation in the aorta and its branches.",0,lumen narrowing with or without aneurysm formation in the aorta and its branches,"(117, 197)",0,aneurysm,effect,DISEASE
0,4284,CCL25 protein and mRNA levels were elevated in the LSGs of patients with primary SS as compared to non-SS sicca controls.,0,non-SS sicca controls,"(99, 120)",0,non-SS sicca,cause,DISEASE
0,4284,CCL25 protein and mRNA levels were elevated in the LSGs of patients with primary SS as compared to non-SS sicca controls.,0,CCL25 protein and mRNA levels were elevated in the LSGs of patients with primary SS,"(0, 83)",0,LSGs,effect,DISEASE
1,4284,CCL25 protein and mRNA levels were elevated in the LSGs of patients with primary SS as compared to non-SS sicca controls.,0,CCL25 protein and mRNA levels were elevated in the LSGs of patients with primary SS,"(0, 83)",1,SS,effect,CHEMICAL
0,4285,"The patient had resolution of decreased visual acuity, visual hallucinations, encephalopathy, and contrast-enhancing brain lesions in response to plasma exchange therapy.",0,", visual hallucinations, encephalopathy, and contrast-enhancing brain lesions","(53, 130)",0,visual hallucinations,effect,DISEASE
1,4285,"The patient had resolution of decreased visual acuity, visual hallucinations, encephalopathy, and contrast-enhancing brain lesions in response to plasma exchange therapy.",0,", visual hallucinations, encephalopathy, and contrast-enhancing brain lesions","(53, 130)",1,encephalopathy,effect,DISEASE
0,4287,"In general, patients will have evidence of both airway and interstitial lung disease by radiographs and pathology.",1,tial lung disease,"(67, 84)",0,airway and interstitial lung disease,effect,DISEASE
0,4288,"369 well defined sera from: 44 rheumatoid arthritis, 50 systemic lupus erythematosus, 35 scleroderma, 19 Sjogrens syndrome, and 10 polymyositis patients as well as 99 healthy controls were examined.",0,10 polymyositis patients,"(128, 152)",0,polymyositis,effect,DISEASE
0,4289,"Furthermore, it is important to measure ADAMTS13 activity and anti-ADAMTS13 antibodies, because TTP with SS seems to be a concurrent overlapping autoimmune disorder.",0,TTP with SS seems to be a concurrent overlapping autoimmune disorder,"(96, 164)",0,TTP,cause,DISEASE
1,4289,"Furthermore, it is important to measure ADAMTS13 activity and anti-ADAMTS13 antibodies, because TTP with SS seems to be a concurrent overlapping autoimmune disorder.",0,TTP with SS seems to be a concurrent overlapping autoimmune disorder,"(96, 164)",1,SS,cause,DISEASE
2,4289,"Furthermore, it is important to measure ADAMTS13 activity and anti-ADAMTS13 antibodies, because TTP with SS seems to be a concurrent overlapping autoimmune disorder.",0,TTP with SS seems to be a concurrent overlapping autoimmune disorder,"(96, 164)",2,autoimmune disorder,cause,DISEASE
